UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13
61616,PL,POL,616,,,Zachodniopomorskie,Poland,53.4658,15.1823,"Zachodniopomorskie, Poland",1701030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258585,266362,275409,283399,285721,285721,286209,286209,286209,314202,324436,332201,335291,339894,339894,348595,372233,381758,389732,392320,399220,409742,409742,438973,453482,453482,466580,474941,487701,,522978,522978,542012,545311,548605,560128,579224,579224,579224,579224,579224,579224,579224,682970,703017
620,PT,PRT,620,,,,Portugal,39.3999,-8.2245,Portugal,10196707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963,16701,26850,30543,32749,32749,32750,32750,33670,46433,61454,71751,74254,74352,74392,75280,86162,99961,111111,118597,120132,121300,124704,148434,177367,212000,236730,251524,255699,263499,278413,296004,315737,330233,336771,338566,338566,350945,364211,364211,379378,394088,395904,396371,400190,415283,436220,468319,505371,523349,544786,555551,572096,594467,634401,672176,691218,699154,713194,739614,771214,815902,856784,880819,892258,908416,924138,952440,995490,1035339,1052496,1060954,1071945,1082939,1106617,1141739,1175429,1191727,1203349,1228320,1235825,1270270,1315543,1360400,1383465,1414320,1432046,1454355,1496848,1568280,1598988,1662403,1691120,1714667,1745614,1769290,1852571,1888005,1905939,1913338,1945983,1985701,2047549,2118041,2187600,2200511,2220078,2252062,2296289,2359842,2429486,2497281,2616099,2704960,2737324,2775537,2829406,2897214,2974770,3018383,3032127,3081026,3130407,3203178,3283985,3370288,3421792,3442517,3507577,3584684,3675613,3776637,3880887,3963372,4002284,4121938,4216224,4284623
634,QA,QAT,634,,,,Qatar,25.3548,51.1839,Qatar,2881060,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,327000,327000,327000,380000,380000,380000,380000,380000,380000,510000,510000,510000,510000,510000,594613,615655,637461,658325,679278,701943,721236,740309,765110,790676,816484,842000,867209,889202,910851,934843,961555,987673,1012716,1041632,1062250,1079776,1104726,1131631,1159479,1183191,1209648,1225110,1248229,1271478,1296520,1320866,1345423,1372396,1394781,1415761,1442708,1469633,1496833,1526955,1556203,1579002,1603913,1635398,1670911,1701914,1732471,1762545,1787160,1813240,1844658,1876178,1911663,1944628
642,RO,ROU,642,,,,Romania,45.9432,24.9668,Romania,19237682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,2778,5666,10289,11656,13242,13596,25508,41609,58554,76400,92706,102301,108294,125190,140447,154268,167612,183669,196090,205060,235239,270046,308384,348096,385936,418885,446285,484631,528378,570704,609396,647000,672396,691415,721184,748732,772202,794795,821552,840812,856322,856322,891348,930155,970967,1009422,1048797,1084096,1113975,1151112,1197089,1240408,1280228,1318356,1351280,1379224,1409088,1438433,1466650,1486908,1506033,1521737,1532873,1565021,1603179,1641874,1685611,1732964,1781602,1826786,1870244,1918443,1969846,2019757,2069143,2117865,2160564,2210140,2270124,2324405,2376330,2426191,2477095,2521512,2568108,2626770,2685878,2744764,2799895,2858442,2913155,2965613,3030031,3088292,3145907,3203876,3259301,3307636,3359006,3413955,3469294,3526117,3580406,3642345,3699333,3762214,3838804,3918924,3998980,4078614,4159792,4231714,4306981,4395865,4487643,4575020,4665420,4755099,4832203,4913012,4997659,5081449,5161840,5240452,5300469,5341742,5408309,5493913,5588267,5688721,5781222,5891855,5995792,5999319,6100522,6209747,6318512
643,RU,RUS,643,,,,Russia,61.524,105.3188,Russia,145934460,0,0,28500,28500,28500,28500,28500,28500,28500,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,800000,800000,800000,800000,800000,800000,800000,800000,800000,800000,800000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,5238966,5249831,5489342,6010744,6301854,6583873,6655487,6669466,6694349,7048129,7273933,7448262,7639374,7698889,7698889,7698889,7818009,7909438,8185944,8306498,8362575,8413713,8616948,10600000,10600000,10600000,10600000,10600000,11124350,1112435,11373572,11642295,11779295,12038859,12120810,12215342,12474954,13047800,13354502,13628879,13977397,14108341,14269543,14583881,14967802,15164099,15469617,15700803,16167151,16237319,16567842,16821267,17218313,17535826,18080498,18152707,18315316,18557064,19043771,19523861,19834392,19934399,20070743,20110554,20168443,20720147,21177713,21296747,21597074,21754829,21786131,21844382,22575945,22782931
646,RW,RWA,646,,,,Rwanda,-1.9403,29.8739,Rwanda,12952209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75056,158898,198453,208677,220048,230000,238942,249074,253538,257449,314015,317708,321698,323744,329410,333355,334538,338544,343723,348629,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,348926,349427,349702,349702,349702,349702,349702,349702,349702,349702,349702,349702,349702,349702,349702,349702,349871,350003,350131,350223,350310,350352,350465,350465,350465,350400,350400,350400,350400,350400
659,KN,KNA,659,,,,Saint Kitts and Nevis,17.3578,-62.783,Saint Kitts and Nevis,53192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6903,6903,6903,7580,7580,7580,7580,7580,7580,7580,7580,8573,8573,8573,8573,8573,8573,8573,8573,8573,8573,8573,8573,8573,8573,10456,10456,10456,10456,11152,11451,11451,11451,11451,11451,11451,11848,11848,11848,11848,11848,11848,11848,11848,11848,11848,11848,11848,11848,13070,13070,13070,13070,13070,13070,13070,13070,13070,13070
662,LC,LCA,662,,,,Saint Lucia,13.9094,-60.9789,Saint Lucia,183629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,2094,2094,2094,2094,2094,2094,2094,17389,17389,17389,17389,17389,17389,17389,20247,20247,20247,20247,20247,20247,20247,20247,20247,21494,21494,22011,22357,22554,22554,22554,22554,22554,22554,22839,22935,23150,23257,23257,23257,23257,23345,23345,23575,23664,23664,23688,23688,23829,23829,23861,23941,23941,23941,24014,24123,24230,24266,24426,24426,24426,24653,24653,24773,24985,25200,25200,25248,25345,25568,25716
670,VC,VCT,670,,,,Saint Vincent and the Grenadines,12.9843,-61.2872,Saint Vincent and the Grenadines,110947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8952,8952,9383,9383,9383,9383,9383,9383,9383,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,12124,12124,12124,12124,12124,12124,12124,12764,12764,12764,12764,12764,12764,12764,13852,13852,13868,13998,14138,14138,14511,14526,14526,14526,14526,14526,14526,14526,14526,14526,14526,14526,14526,14526
674,SM,SMR,674,,,,San Marino,43.9424,12.4578,San Marino,33938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,275,580,883,1383,1880,2339,2339,2700,3065,3668,4284,4806,4832,5130,5430,6087,6738,7328,7923,7923,7923,8553,9084,9461,9461,10308,10308,10308,10308,11759,12341,12341,12950,13475,13475,13475,14102,14797,15673,16407,16889,16889,16889,18835,18835,20424,21384,21390,21905,21905,23272,24262,25141,26025,26025,26025,26895,27752,27752,28970,28970,28970,29941,29941,30964,31886,31886,34011,34011,34011,34011,35096,35911,36735
,,,,,,,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3965,3965,3965,3965,3965,3965,3965,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724,9724
682,SA,SAU,682,,,,Saudi Arabia,23.8859,45.0792,Saudi Arabia,34813867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,137862,137862,137862,137862,178337,178337,178337,178337,178337,178337,295530,295530,295530,295530,295530,295530,295530,295530,295530,295530,295530,295530,391643,391643,391643,440618,440618,440618,440618,440618,440618,443153,443153,443153,443153,443153,444465,444465,444465,446940,446940,462812,462812,501710,501710,501710,501710,501710,501710,600798,639587,639587,639587,780667,780667,885411,1003287,1194019,1264878,1264878,1332740,1484935,1640975,1712891,1839678,2007232,2082780,2232110,2336749,2450781,2577630,2692143,2748646,2999798,3189122,3333125,3495893,3646851,3802995,3887348,3995150,4125466,4241555,4319023,4414986,4571478,4722340,4871878,4994576,5114583,5308742,5567266,5750046,5982107,6122570,6281357,6401456,6499853,6582977,6690308,6800711,6958184,7136669,7303969,7413220,7611528,7767501,7911256,8052933,8235166,8444390,8650969,8847625,9000505,9214983,9472061,9557948,9757161,9816391,9924369,10065924,10230231,10399716,10584301,10751126,10919497,11091242,11195164
686,SN,SEN,686,,,,Senegal,14.4974,-14.4524,Senegal,16743930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,4087,11749,21641,25653,27018,35299,39938,45638,52363,62060,64117,65037,66768,68017,68205,68205,68205,131186,131186,139118,144207,146208,148246,150857,159168,159168,169653,180463,197900,211323,225309,231723,231723,234099,247750,260754,274942,288319,299178,302857,305364,308318,308318,326910,334236,343222,349108,351372,362271,370037,376974,379900,380665,380665,380665,380665,380665,392439,395635,398109,398941,399915,403935,406981,410924,411343,413031,413031,414229,416956,418828,421993,423451,427377,427377,427377,428147,428147,431916
688,RS,SRB,688,,,,Serbia,44.0165,21.0059,Serbia,8737370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,9300,9300,9300,9300,18136,18136,18136,18136,18136,18136,44611,84832,119711,163355,217800,256521,319504,361830,401556,430759,437380,437380,437380,437380,495964,513652,526930,538373,538373,544209,544209,544209,640299,640299,836287,836287,987000,987000,987000,987000,987000,987000,987000,987000,987000,1300330,1343718,1375872,1393086,1433055,1436682,1470606,1501917,1535274,1576983,1618754,1650030,1651293,1704790,1750533,1792912,1827340,1897335,1957065,2007650,2040313,2052402,2077197,2112074,2161595,2163593,2169862,2178930,2206821,2241510,2241510,2282876,2282876,2323689,2323689,2420995,2444395,2488631,2521863,2521863,2567692,2593838,2625670,2687311,2687311,2836012,2882854,2882854,2882854,2882854,2982427,3020401,3041740,3055007,3068643,3068643,3068643,3136478,3176769,3192950,3253039,3253039,3274776,3274776,3410440,3410440,3514605,3525819,3526876,3526876,3526876,3692416,3715103,3757088,3786348,3798942,3798942,3826563,3826563,3915922
690,SC,SYC,690,,,,Seychelles,-4.6796,55.492,Seychelles,98340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,4000,7000,7000,7000,10976,13163,13163,16890,18353,18353,19889,22712,25587,28779,30861,30861,30861,35079,36284,37092,37092,37092,39175,39175,39175,41694,44423,48061,51819,51819,55980,55980,58249,59991,61351,63286,65060,65060,65576,65576,70568,70568,75096,75096,79438,79438,80131,80131,80863,81715,81715,81715,81715,84468,84468,87333,88106,88106,88106,88106,89509,89509,89509,90150,90150,90150,90150,90150,94472,96523,96523,96523,96523,96523,96523,100552,100552,102080,102080,102080,102080,102080,103968,103968,103968,103968,108749,108749,108749,112194,112194,112194,112194,112194,112194,116957,116957,116957,116957,121165,121165,121165,123831,123831,125539,126840,126840,126840,126840,127721,127721,127721,127721,127721,127721,127721,127721,128919,128919,128919
694,SL,SLE,694,,,,Sierra Leone,8.4606,-11.7799,Sierra Leone,7976985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10673,10673,10673,10673,10673,25836,31889,31889,31889,31889,31889,31889,31889,31889,31889,31889,37680,37680,37680,37680,42419,44347,44347,44347,44347,44347,44347,44347,44347,44347,44347,57364,57364,59316,59316,59786,59786,61107,61107,61107,61107,61107,62798,62798,64966,64966,64966,64966,64966,64966
702,SG,SGP,702,,,,Singapore,1.2833,103.8333,Singapore,5850343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,60000,60000,60000,60000,60000,113050,113050,113050,113050,155050,155050,181000,181000,181000,181000,181000,181000,181000,181000,181000,256000,256000,256000,256000,256000,256000,256000,256000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,525039,525039,525039,565000,565000,565000,596000,611314,611314,611314,611314,611314,611314,611314,792423,792423,792423,792423,792423,792423,792423,1071908,1109000,1109000,1109000,1109000,1109000,1109000,1318912,1318912,1318912,1318912,1318912,1518000,1518000,1518000,1667522,1667522,1667522,1667522,1667522,1667522,1667522,1667522,1667522,1667522,1667522,1667522,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,2213888,3137330,3137330,3137330
703,SK,SVK,703,,,,Slovakia,48.669,19.699,Slovakia,5459643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,6618,13631,20548,22281,25326,29221,39735,46243,53830,61372,62580,63399,71617,78663,85957,92828,99090,102343,102619,107506,114247,120898,130034,141833,147542,148934,154810,167241,178946,193211,207704,214403,217187,217367,228649,243508,256569,270359,284447,288756,299564,313087,324419,336037,347228,360405,367048,373364,385880,398592,411560,422641,435625,445333,450899,466036,481308,494641,507693,520484,541336,553977,567778,577784,588532,606907,626800,650549,666960,685239,704772,724504,745552,765034,785210,801290,823199,846077,868501,887688,907367,921856,931007,951911,973980,996775,1018548,1023305,1034753,1038849,1039222,1059051,1081750,1105081,1131405,1153093,1174155,1195974,1217473,1238468,1262262,1289125,1315463,1327865,1348707,1370793,1392211,1414571,1437893,1457096,1476118,1503235,1524199,1546154,1569795,1597774,1627954,1649652,1670718,1695968,1720240,1744611,1769603,1796839,1813621,1859050,1896949,1943530,1977026
705,SI,SVN,705,,,,Slovenia,46.1512,14.9955,Slovenia,2078932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,7367,8467,8895,10545,11074,11224,11628,12684,15102,20204,25442,28633,29693,29947,29948,31131,35751,42369,47122,48517,48841,48845,49705,54245,58654,60810,62812,63524,63673,63680,68239,74164,78639,81251,81367,81369,81422,84384,91396,96603,100381,100982,100982,101380,101499,104706,113296,121910,122809,122841,122927,124042,129582,138614,145354,147892,147893,148369,149898,156873,167813,175579,176505,176505,177642,179819,187253,198549,208843,210784,210784,212588,216769,226372,240331,253824,262156,262157,263785,264836,270976,281050,288520,292754,292754,293882,298129,308046,322433,338417,345662,346923,348055,355922,370549,389888,401813,404822,406415,406415,409225,415376,430737,450897,460078,461700,463556,467353,478955,498338,512415,518560,519840,522538,529206,545991,565895,583468,586398,587074,587460,587924,595755,614686,635468,642416,645854,653219,663030,680370,706495,726624,736727,738509,740270,745008,772002,784447
,,,,,,,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,12819,12819
710,ZA,ZAF,710,,,,South Africa,-30.5595,22.9375,South Africa,59308690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2260,6524,10414,15388,23059,32315,41809,52647,63648,67303,70527,73047,76037,83570,92029,100180,101573,101573,101841,107054,128887,138014,145215,145544,145544,147753,157286,168413,177275,182983,182983,182983,182983,194257,207808,220129,231002,231605,231605,239665,503414,527756,538204,538204,538204,538204,538204,538204,538204,567258,576736,576812,576812,579574,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,585246,596306,615182,635312,637340,637340,658196,679310,706362,732202,732202,762342,764960,790460,828744,861460,910338
,,,,,,,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947
724,ES,ESP,724,,,,Spain,40.4637,-3.7492,Spain,46754783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82834,139339,139339,207323,277976,277976,277976,406091,488122,581638,676186,768950,768950,768950,897942,966097,1025937,1103301,1165825,1165825,1237593,1291216,1356461,1395618,1474189,1474189,1474189,1609261,1673054,1764778,1865342,1988160,1988160,1988160,1988160,2105033,2167241,2233249,2320507,2423045,2423045,2423045,2561608,2624512,2690457,2782751,2936011,2936011,2936011,3090351,3165191,3284678,3436158,3605635,3605635,3605635,3829465,3908734,4059320,4229092,4471577,4471577,4471577,4712191,4848648,4989505,5172106,5352767,5352767,5352767,5352767,5644895,5742218,5857085,5993363,5993363,5993363,5993363,6321908,6409196,6620093,6839736,7067371,7067371,7067371,7571439,7736611,8035160,8342155,8342155,8548598,8548598,8743694,9021001,9357847,9811529,10231825,10231825,10231825,10784997,11073657,11436073,11885085,12330755,12330755,12330755,12853599,13041032,13497809,13909964,14266251,14266251,14715931,14994667,15377862,15859772,16364595,16453126,16453126,17178566,17430810,17916566,18489580,19048132,19048132,19227962,19830624,20018907,20356401,20821326,23107595
144,LK,LKA,144,,,,Sri Lanka,7.8731,80.7718,Sri Lanka,21413250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,37825,59154,95550,118767,139914,146327,156310,160148,160148,161773,167762,174193,176725,178087,179197,186654,189349,192938,196163,210405,233472,263779,302857,338769,354352,366907,393469,393469,406633,441976,466350,509275,553821,599991,650991,699521,724278,729562,737062,743775,752098,759548,760765,770408,773011,784500,796792,806449,815585,824523,829220,829865,838355,838355,838355,838355,838355,884164,894053,894365,903467,913219,919753,923954,923954,924479,924479,924536,924687,924687,925082,925082,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,925242,933591,953461,991299,1016195,1024978,1048113,1069828,1088093,1105342,1105342,1125740,1130257,1162770,1220248,1309840
,,,,,,,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43122,63837,63837,63837,63837,100010,100010,100010,100010,100010,100010,100010,100010,100010,100010,100010,100010,100010,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227,140227
740,SR,SUR,740,,,,Suriname,3.9193,-56.0278,Suriname,586634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9196,11879,11879,13749,14716,15998,15998,19983,22377,23304,23304,24528,26057,26057,27760,27760,27760,27760,27760,30037,30037,32614,32614,32614,33038,33640,33640,33640,34630,34630,34630,34630,34630,35424,35777,35777,36503,36503,36503,37158,38351,38351,38351,39953,39953,39953,41287,41287,41287,43888,45420,45420,45420,46824,48185,49902
752,SE,SWE,752,,,,Sweden,60.1282,18.6435,Sweden,10099270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,2253,2253,2253,2253,2253,2253,13705,15669,15669,15669,15669,15669,15669,45547,50693,50693,50693,50693,50693,50693,115607,128431,128431,128431,128431,128431,128431,218402,241200,241200,241200,241200,248991,248991,248991,330007,330007,330007,330007,343872,343872,343872,428900,428900,428900,428900,432896,457862,457862,543881,543881,543881,543881,553243,585843,585843,693903,693903,693903,693903,693903,720631,720631,845688,845688,845688,845688,853209,890291,890291,1027415,1027415,1027415,1027415,1049986,1093915,1093915,1243323,1243323,1243323,1243323,1255364,1293923,1293923,1415100,1415100,1415100,1415100,1438715,1482153,1482153,1609628,1609628,1609628,1611510,1666783,1666783,1666783,1868944,1868944,1868944,1868944,1868944,1924772,1924772,1924772,1924772,2119890,2175221,2242459,2316903,2316903,2678293,2678293,2678293,2678293,2711601,2796778,2796778,3101745,3101745,3101745,3101745,3142934,3266894,3266894,3266894,3266894,3451239,3485725,3563609,3679451,3679451,3679451,3679451,3909862,3957465,3957465
756,CH,CHE,756,,,,Switzerland,46.8182,8.2275,Switzerland,8654618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,66000,66000,66000,66000,110000,110000,169783,169783,169783,197368,197368,209190,224606,259652,277850,294539,315033,315033,326425,368252,370554,385842,400584,403132,413235,427610,446330,483717,505720,527403,533038,541766,557101,576389,612423,633325,650826,654774,673583,688029,706088,747966,767178,784374,788144,806691,823120,841128,885459,908203,927699,930689,951250,968156,987508,1034104,1055200,1073929,1077148,1096194,1112615,1133251,1174234,1199051,1220095,1223314,1242925,1261501,1284490,1335915,1361954,1385843,1390748,1421299,1445972,1474253,1529838,1559174,1565947,1568806,1590950,1594992,1621922,1677709,1712004,1744713,1752904,1791921,1826150,1865606,1941558,1982550,2022097,2033545,2072629,2112164,2159572,2254562,2307403,2355807,2374976,2426315,2469628,2523786,2627148,2678683,2724816,2747250,2796550,2840362,2894789,3001029,3001029,3001029,3001029,3001029,3001029,3228403,3228403,3228403
,,,,,,,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
158,TW,TWN,158,,,,Taiwan*,23.7,121.0,Taiwan*,23816775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10891,10891,14400,16450,17056,17056,17078,17245,17245,20075,20075,24450,24658,24658,25882,27113,27113,30039,32389,32389,32450,34197,34197,39221,42523,42523,42672,45387,48180,50833,54189,57884,57884,58252,62437,67931,73988,80861,91002,91002,92049,92049,112543,129669,151997
764,TH,THA,764,,,,Thailand,15.87,100.9925,Thailand,69799978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,319,7262,7262,7262,7262,7262,7262,7262,7262,33621,33621,33621,53842,53842,53842,53842,53842,53842,53842,53842,53842,53842,53842,102050,102050,102050,102050,102050,102050,180477,180477,204642,231882,244254,257484,294881,323989,391752,466374,537380,555396,570052,578532,579305,579305,586032,605259,608521,618583,666210,712610,864840,964825,1095445,1124153,1149666,1227032,1279713,1344646,1411614,1477078,1484565,1486907,1498617,1573075,1601833,1651782,1730488,1743720,1809894,1809894,1898454,2040363,2125032
