UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13
4,AF,AFG,4,,,,Afghanistan,33.9391,67.71,Afghanistan,38928341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,240000,504502,504502
8,AL,ALB,8,,,,Albania,41.1533,20.1683,Albania,2877800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128,188,266,308,369,405,447,483,519,549,549,549,549,549,549,549,549,549,549,549,549,550,550,550,550,550,550,550,1127,1127,1127,1127,1127,1127,1127,1127,1701,3049,4177,4177,4177,6728,6728,6728,10135,10135,10135,10135,14295,14295,15793,15793,15793,15793,15793,15793,15793,21613,21613,23635,23635,23635,23635,23635,33369,33369,33369,33369,33369,48229,51690,53992,59348,62248,64075,78000,78000,119321,138846,155463,172486,185496,192882,206708,221588,232379,242542,250676,256810,256810,267531,281216,281216,304488,314622,324840,332905,345934,350000,372075,382998,391351,400064,400064,408619,416855,433628,453248,476903,494028,494028,517501,537387,556584,572226,585693,596766,596766,596766,596766,596766,632676
12,DZ,DZA,12,,,,Algeria,28.0339,1.6596,Algeria,43851043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000
20,AD,AND,20,,,,Andorra,42.5063,1.5218,Andorra,77265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,576,576,576,576,576,576,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1291,1291,1622,1622,1622,1622,1622,1622,1622,2141,2141,2141,2141,2141,2390,2390,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,3611,3611,4914,4914,4914,4914,4914,8363,8363,8363,8363,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,12440,15269,15269,15269,15269,15269,15269,17091,19064,19064,19064,19064,19064,19064,19064,26414,26414,26414,26414,26414,26414,26414,28503,28503,28503,28503,28503,28503,28503,28881,28881,28881,28881,28881,28881,28881,28881,28881,28881,28881
24,AO,AGO,24,,,,Angola,-11.2027,17.8739,Angola,32866268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6169,6169,6169,6169,6169,6169,6169,6169,6169,6169,49000,49000,49000,49000,49000,49000,87022,87022,87022,87022,87022,130750,130750,130750,130750,130750,130750,130750,130750,181578,181578,181578,181578,181578,245442,245442,245442,245442,245442,245442,245442,245442,395447,395447,395447,395447,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,456349,626572,626572
28,AG,ATG,28,,,,Antigua and Barbuda,17.0608,-61.7964,Antigua and Barbuda,97928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24164,24164,24164,24164,25677,25677,25677,25677,25677,25677,26424,26424,26424,26424,26424,26424,26836,26836,26836,27032,27032,27032,27032,27032,27032,27032,27032,27032,27032,27032,27592,27592,28414,28639,28639,28639,28639,28639,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,29754,31085,31085,31085
32,AR,ARG,32,,,,Argentina,-38.4161,-63.6167,Argentina,45195777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,32013,32013,32013,32013,39599,39599,39599,39599,107542,107542,107542,107542,107542,166833,166833,200759,200759,200759,200759,200759,247933,265724,279602,288064,292023,292386,305880,318033,327999,344034,366384,366384,375851,375851,396562,444018,444018,471383,501152,501152,511582,513178,535303,572928,591632,606245,609605,609791,611169,612322,635583,668654,707148,720267,722234,746615,780455,829832,903915,984895,1025003,1049169,1126108,1181292,1252461,1357596,1357596,1526078,1546699,1648957,1774438,1919074,2098205,2294738,2381429,2404194,2541362,2668103,2805153,2939364,3063864,3119828,3142444,3240731,3328933,3365839,3474415,3570460,3625283,3646068,3744566,3891932,4023017,4123152,4178896,4234505,4260808,4404175,4571819,4771214,4956023,5201468,5313612,5390000,5571878,5754919,5935146,6093016,6226872,6288812,6334554,6433141,6550568,6693438,6807411,7017279,7134949,7214704,7386650,7557986,7715006,7865213,7971470,7997902,8039793,8197011,8391513,8591061,8820691,9001747,9082597,9122759,9237005,9383945,9541511
,,,,,,,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,10727,10727
36,AU,AUS,36,,,,Australia,-25.0,133.0,Australia,25459700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,20,2879,6908,17500,25000,30000,31894,33702,41907,50840,61008,71867,76940,81345,86369,94908,106200,125000,135103,159294,162551,164781,182437,203557,226057,240754,253831,257019,282184,307525,355254,408410,460155,507000,511520,541761,597523,670349,744328,823611,828416,843182,844309,854983,920334,996145,1077511,1138866,1166568,1178302,1234681,1295672,1359665,1420577,1474558,1496912,1586556,1653286,1718107,1785338,1855601,1914347,1934077,1937485,1969337,2029544,2112285,2179544,2234844,2254074,2260615,2316969,2396314,2473529,2554531,2627725,2654338,2663221,2736107,2812486,2894770
40,AT,AUT,40,,,,Austria,47.5162,14.5501,Austria,9006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,2033,3652,5005,5013,5017,5025,5027,5146,6938,7775,10965,23951,28360,30584,36246,50973,66345,83050,101391,108166,113855,125270,151137,174652,194324,206018,209156,210407,211901,220486,228508,238348,253379,257079,258440,263140,280448,298352,318691,339875,348926,353957,363680,382877,404608,428937,455605,466051,468072,475195,489755,509269,529005,550385,563344,569322,576243,591032,610831,630640,659312,684067,694259,702944,728213,756038,783217,819924,847939,859806,871325,899588,928390,972952,1031040,1083162,1112860,1133727,1162002,1196205,1230867,1284594,1331711,1347208,1362986,1398357,1437661,1483333,1533862,1575142,1589664,1616125,1657150,1692216,1733903,1777535,1799207,1809190,1821700,1859724,1915026,1986964,2064746,2129744,2155568,2190003,2234498,2301005,2374172,2443770,2500503,2519505,2550525,2595124,2657276,2727196,2794466,2834296,2861877,2892284,2939736,2996645,3071104,3150119,3191684,3208261,3236613,3296020,3370684,3463166,3564565,3617768,3638009,3683817,3751632,3850698,3889317
31,AZ,AZE,31,,,,Azerbaijan,40.1431,47.5769,Azerbaijan,10139175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,293360,293360,337315,337315,337315,337315,337315,337315,411496,428635,436849,443888,450316,453586,453586,453586,453586,453586,453586,482664,482664,482664,482664,482664,482664,510420,510420,510420,510420,510420,510420,856363,889033,924813,947745,947947,982291,1025790,1069488,1111722,1153549,1177087,1177187,1212163,1243191,1271791,1299323,1325034,1337361,1337380,1352210,1366890,1381967,1396391,1412481,1423295,1423660,1440243,1456114,1471579,1488218,1505206,1516923,1516923,1536328,1566106,1593883,1626916,1661772,1687397,1687567,1705906,1727510,1748525
44,BS,BHS,44,,,,Bahamas,25.0259,-78.0359,Bahamas,393248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,110,110,110,110,110,110,1500,1500,1500,1500,1500,1500,1500,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,10000,10000,10000,10000,15000,15000,15000,15000,15000,15000,15000,15000,15000,21907,21907,21907,21907,21907,21907,21907,25692,25692,25692,25692,25692,25692,25692,25692,25692,25692,25692,25692,25692,25692,36000,36000,36000
48,BH,BHR,48,,,,Bahrain,26.0275,50.55,Bahrain,1701583,0,0,0,0,0,0,0,0,0,0,38965,50071,50543,51556,53614,55014,56041,57317,58643,59351,60097,60689,61612,63893,68472,72239,78291,84157,89250,92598,97776,101363,109566,122819,137159,141563,142831,143596,144130,144130,144130,144130,144130,144130,165953,167731,169440,169810,170433,171568,172912,174075,175094,177233,179550,182543,191406,191406,201116,212940,219595,224919,232540,242260,248775,250946,252990,257580,263422,268273,271749,274960,278222,281425,284948,290103,292917,295296,298171,301103,302671,303962,305619,307142,506519,509907,512420,514559,517901,520429,522344,534625,551197,566796,580539,597446,613946,626751,640104,653236,667155,680081,694679,707980,717408,724001,735717,747008,755549,766317,775196,782530,797924,817379,836788,856326,879825,900875,919222,939068,956471,973982,989363,1008746,1028323,1042463,1055050,1077488,1097352,1118519,1137478,1149633,1156806,1168650,1180735,1193039,1206763,1216359,1224175,1235170,1246239,1264087,1283303,1301773,1318506,1334658,1347062,1357817,1375967,1394873,1416118,1434023,1440591
50,BD,BGD,50,,,,Bangladesh,23.685,90.3563,Bangladesh,164689383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,567,567,567,567,567,567,567,567,567,567,567,31160,31160,179318,337769,337769,337769,736680,906033,1132711,1359613,1586368,1848313,1848313,2082877,2082877,2308157,2491053,2673038,2850940,2850940,2984773,3110525,3110525,3341505,3341505,3581169,3581169,3581169,3682152,3682152,4013963,4013963,4218127,4218127,4218127,4398094,4398094,4580391,4580391,4687824,4687824,4760747,4760747,4911902,4911902,5069049,5139456,5139456,5139456,5139456,5319679,5319679,5370431,5412691,5412691,5452634,5498172,5539494,5539494,5568703,5664830,5664830,5821476,6010824,6172159,6172159,6172159,6617036,6617036,6617036,7080699,7080699,7423274,7423274,7746661,7746661,7954176,8145266,8277514,8398700,8517801,8625350,8625350,8625350,8755950,8842888,8926466,9030320,9133278,9133278,9221387,9316086,9316086,9316086,9316086,9316086
52,BB,BRB,52,,,,Barbados,13.1939,-59.5432,Barbados,287371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490,6683,9115,11494,14411,15837,16544,19089,22037,25578,29283,33633,36749,38615,41125,43235,44859,46442,48480,48886,49317,49393,49757,50263,50703,50980,51595,52290,53129,54631,56018,58214,60206,61108,61752,61781,62765,62765,62802,63689,63689,63689,63711,63715,63728,63735,63738,63738,63738,63738,63738,63747,64645,65867,65873,65873,65873,65873,66069,66900,68480,69490,70758,70884,71134,71350,71648,71881,72728,73590,73677,73808,73931,74040,74218,74608,74886,75006,75148,75296,75360,75452,75476,75476,75476,75537,75537,112242
112,BY,BLR,112,,,,Belarus,53.7098,27.9534,Belarus,9449321,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,20944,30944,30944,30944,30944,30944,30944,30944,30944,30944,30944,30944,30944,30944,30944,66618,66618,66618,66618,66618,66618,66618,66618,66618,66618,66618,66618,66618,66618,118100,118100,118100,118100,118100,118100,118100,118100,118100,118100,118100,118100,118100,118100,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500,328500
56,BE,BEL,56,,,,Belgium,50.8333,4.4699,Belgium,11589616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,299,778,787,794,794,794,795,2354,6218,14340,23484,26671,27067,32518,47987,68578,91122,113580,118563,121847,132119,150657,170936,200335,229010,236803,244683,249150,260607,276515,297615,315956,331111,335576,336480,348281,372687,398774,432605,463234,469708,473085,483169,510757,536070,572227,606549,615147,617063,630689,645149,664819,692575,723221,729143,731295,743831,763689,786694,818211,849878,854238,855067,868427,891808,921505,970494,1014159,1022386,1023856,1041065,1069596,1105180,1158840,1202690,1212277,1213691,1244074,1290665,1338489,1413042,1479822,1501948,1502850,1535247,1582996,1644497,1721719,1790211,1812308,1814642,1838047,1869875,1954192,2055348,2137175,2157916,2157993,2172568,2219210,2266801,2391471,2524625,2592507,2596372,2644900,2717037,2817319,2928542,3022205,3080226,3086192,3146819,3196801,3288396,3383089,3454148,3500243,3506516,3569066,3621598,3715745,3820102,3901423,3948539,3952105,4030376,4111271,4263898,4419271,4558442,4628052,4632765,4687727,4768971,4820565,5006665
84,BZ,BLZ,84,,,,Belize,17.1899,-88.4976,Belize,397621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,417,673,817,996,996,996,996,1466,2489,4933,7444,7444,7444,9585,10972,11943,13150,15006,15006,15006,16202,17282,18182,18182,20411,20411,20411,20411,20411,22067,22067,22067,22067,22067,22067,22067,23958,23958,27353,27353,27353,28188,29939,29939,33180,34262,34262,34262,34262,35990,37097,38211,39330,39330,39330,39330,41014,42100,42100,42100,42100,42100,44548,44548,46067,46659,47675,47675,47675,47675,47675,47675,50292
,,,,,,,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85949,183271,274703,340917,394765,434837,453595,459752,466811,468297,469664,470976,472139,473393,474175,474303,475651,476740,477060,477631,478219,478495,478533,478879,479032,479333,479354,479495,579679,479686,480035,480181,480237,480330,480422,480498,480498,480498,480818,480971,481107,481400,481491,481491,481491,481768,481768,481978
68,BO,BOL,68,,,,Bolivia,-16.2902,-63.5887,Bolivia,11673029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,67,570,1593,3560,3560,3560,3560,3560,3560,3560,3560,3560,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,19487,19865,20025,20110,106182,106905,112066,119080,126889,132286,137150,137787,138218,141810,146039,150593,155945,164984,167160,168477,180187,198104,218201,238178,259171,263144,263887,275810,289351,304185,318115,320065,321807,323081,339633,357924,378455,400804,423842,428502,431018,447417,465896,486354,507411,530496,536374,539230,557394,577211,596366,619794,647118,656613,660610,688654,722946,762044,762044,762044,848149,848149,878563,878563,878563,878563,878563,878563,878563,878563,998818,1010981,1022419
,,,,,,,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464,106464
,,,,,,,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12945,12945,12945,12945,12945,12945,12945,17808,17808,17808,25040,25040,25040,25040,36652,36652,36652,41612,41612,41612,41612,47160,47160,47160,48411,48411,48411,48411,49882,49882,49882,49882,49882,49882,49882,49882,49882,49882,49882,53375,53375,53375
76,BR,BRA,76,,,,Brazil,-14.235,-51.9253,Brazil,212559409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1109,11470,28543,136519,245877,537774,604722,700608,848883,1129885,1450900,1668032,2003211,2074059,2124307,2292551,2521704,3073057,3074906,3401383,3553681,3553681,3605538,3820207,4120332,4406835,4696136,5125206,5236943,5293979,5609937,5883539,6206680,6535156,6813168,6950802,7028356,7297061,7551676,7799000,8101787,8322042,8433568,8465403,8841027,9277322,9739676,10169160,10576542,10830688,10830688,10830688,11756131,10740859,11149530,11362190,11422666,11895560,11895560,12682290,13013331,13335728,13479165,13562176,14116560,15209201,15943964,16557071,17032868,17519083,17706983,18082153,18222559,19155981,20068856,20632877,20956770,21070128,21960953,22850791,24197996,24981199,25735314,26548845,26741261,27432994,30801723,31703967,32810523,32810523,32810523,32947066,33755229,33807132,34058640,35024957,37112833,37730651,38027113,38986878,44407402,45482544,46535434,47504420,47590161,47859567,48753685,49719997,50662258,50939058,51220700,51348462,51412480,51923076,54912939,55907165,56583962
,,,,,,,Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,340,340,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,2323,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,10715,15905,15905,15905
100,BG,BGR,100,,,,Bulgaria,42.7339,25.4858,Bulgaria,6948445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,4608,4608,4739,4739,4739,4739,5448,7913,11117,13355,13473,13473,14161,15780,17038,17686,18126,18332,18453,19638,22226,24127,25251,26101,26119,26143,26798,29122,32917,37636,40805,41020,41125,42634,45917,50124,54025,56860,57016,57038,57038,58888,62428,66163,71123,74694,75320,75388,77436,81338,85920,90514,104268,108356,119354,131063,148226,168462,188512,204439,209760,212445,223539,243772,248169,268544,284464,287118,288631,294132,302151,309145,324446,336660,337904,338879,341707,345994,350702,356052,362721,366547,368905,376370,388805,401309,415601,430228,434158,436541,445547,458731,472443,486002,498085,502078,503570,510049,519635,533453,552516,567396,571062,572662,579992,590495,605377,620375,634129,637216,638443,645486,657333,676501,698517,716940,721170,723240,734150,750899,776254,803176,815463,821218,824623,833510,844643,877124,884254,922371,932419,938064,963539,999287,1035763,1073523
104,MM,MMR,104,,,,Burma,21.9162,95.956,Burma,54409794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,380000,380000,380000,380000,380000,380000,380000,380000,380000,380000,380000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000,2200000,2200000
116,KH,KHM,116,,,,Cambodia,11.55,104.9167,Cambodia,16718971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1492,1492,1492,1492,1492,1492,1492,3236,3236,4609,4609,4609,4609,7770,7770,13101,13101,13101,13101,87069,114283,135543,151231,167773,178910,185052,198636,221672,254090,284894,308173,327250,336900,346135,372685,372685,419643,441640,456503,463872,475703,488990,505830,531619,557113,581186,595466,611651,627769,645765,671847,721181,777514,830031,886524,945715,1011649,1071260,1187753,1237988,1286585,1371536,1446457,1482123,1508813,1541896,1555438,1559128,1656026,1710932,1775364,1845972,1915966,1978548,2027968,2073616,2117564,2117564,2241102,2284788,2334709,2411279,2469822,2543234,2608983,2686691,2765622,2826589,2884922,2942768,3001566,3069337,3069337
,,,,,,,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
124,CA,CAN,124,,,,Canada,60.0,-95.0,Canada,37855702,0,0,5,723,3023,7202,11174,11894,12738,20866,26603,35089,45398,45398,48417,52280,59449,70463,84142,97582,103790,108732,114034,137735,155197,183360,219446,260654,296241,319603,359049,388493,419209,459492,507687,543291,570742,614666,653653,706464,752377,776606,801238,816451,839949,890536,910676,937338,937338,952212,974690,985975,999253,1015083,1042171,1042901,1064370,1077297,1098746,1124517,1154277,1186689,1221839,1255076,1272900,1282761,1308918,1329398,1356423,1404273,1453980,1496377,1558110,1606472,1652562,1711455,1778706,1840435,1887059,1954728,2018238,2091700,2169417,2255174,2329622,2387189,2473868,2543253,2621289,2719317,2830164,2934007,3026665,3151305,3271309,3409996,3566328,3729312,3862685,3954285,4100558,4223272,4393876,4583950,4800931,4967497,5113935,5301234,5470884,5690380,5896845,6057090,6258003,6372110,6555389,6758617,6990144,7252560,7569321,7814748,7996122,8330898,8601331,8898865,9205307,9525732,9779909,9980626,10243418,10481418,10798150,11158636,11526938,11813201,12045041,12307785,12564325,12826266,13131871,13420198,13652375,13825476,14051490,14284234,14568067,14924694,15325183,15652046,15917555,16258155,16557932,16904709,17297879
12401,CA,CAN,124,,,Alberta,Canada,53.9333,-116.5765,"Alberta, Canada",4413146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620009,634997,653010,653010,653010,653010,707482,734403,734403,779817,818689,847630,847630,932258,970272,1004123,1043570,1082391,1121901,1147048,1165223,1196428,1232925,1275287,1319837,1361365,1398673,1419188,1468785,1497256,1528569,1562713,1597666,1621306,1640303,1668455,1694675,1732582,1792312,1846554,1889039,1916957,1947004,1975341,2019713
12402,CA,CAN,124,,,British Columbia,Canada,53.7267,-127.6476,"British Columbia, Canada",5110917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724193,756080,787649,787649,856801,856801,893590,912056,912056,985001,1025019,1025019,1025019,1112101,1148993,1190832,1235863,1282091,1282091,1282091,1380160,1414644,1456946,1500430,1542066,1542066,1542066,1635372,1671128,1705409,1749375,1786722,1786772,1786772,1877330,1910162,1943230,1995496,2042442,2042442,2042442,2159103,2219856,2277318,2335513
12403,CA,CAN,124,,,Manitoba,Canada,53.7609,-98.8139,"Manitoba, Canada",1377517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184436,192927,200633,208742,214246,214246,221533,227471,227471,244646,259847,273075,282065,290921,298767,307449,315405,323573,334063,345126,352169,357447,365001,378914,398302,413607,424251,429319,437831,447031,457147,474345,483347,491297,495482,501941,510022,519507,534647,546919,557420,565219,576024,591497,605555
12404,CA,CAN,124,,,New Brunswick,Canada,46.5653,-66.4619,"New Brunswick, Canada",779993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91377,95255,100798,110940,111403,111403,113471,116436,116436,129809,138348,138348,138348,150123,157590,167147,174234,182524,190460,194792,200587,204576,211130,218939,228004,236953,242412,244473,248564,252879,257057,262139,267662,270490,271891,275356,279259,285000,293550,302262,302262,308697,312060,318498,327633
