,FIPS,POP_ESTIMATE_2018,FIPStxt,POVALL_2018,PCTPOVALL_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
2425,46047,6758.0,46047.0,850.0,13.0,116.0,3.9,46782.0,82.0
2426,46049,2330.0,46049.0,332.0,15.6,33.0,3.0,49068.0,86.0
2427,46051,7147.0,46051.0,707.0,9.9,141.0,3.2,59813.0,104.9
2428,46053,4212.0,46053.0,686.0,16.5,67.0,3.3,40583.0,71.1
2429,46055,1918.0,46055.0,208.0,11.0,28.0,2.6,51801.0,90.8
2430,46057,6111.0,46057.0,549.0,9.3,100.0,3.1,65776.0,115.3
2431,46059,3262.0,46059.0,314.0,9.8,42.0,2.3,52568.0,92.2
2432,46061,3376.0,46061.0,280.0,8.8,82.0,4.6,63772.0,111.8
2433,46063,1249.0,46063.0,131.0,10.7,18.0,2.5,55017.0,96.5
2434,46065,17650.0,46065.0,1590.0,9.4,255.0,2.6,70093.0,122.9
2435,46067,7380.0,46067.0,784.0,11.5,102.0,2.8,54434.0,95.4
2436,46069,1282.0,46069.0,128.0,10.3,21.0,3.1,52496.0,92.0
2437,46071,3307.0,46071.0,1070.0,32.7,63.0,4.9,34122.0,59.8
2438,46073,2043.0,46073.0,280.0,14.5,28.0,2.5,47689.0,83.6
2439,46075,928.0,46075.0,122.0,13.2,15.0,2.7,49609.0,87.0
2440,46077,4919.0,46077.0,432.0,9.0,78.0,2.9,54609.0,95.7
2441,46079,13057.0,46079.0,1258.0,10.2,227.0,3.4,60733.0,106.5
2442,46081,25741.0,46081.0,3155.0,12.7,384.0,2.9,51774.0,90.8
2443,46083,58807.0,46083.0,2585.0,4.4,768.0,2.3,84889.0,148.8
2444,46085,3821.0,46085.0,794.0,21.1,71.0,4.1,47429.0,83.1
2445,46087,5546.0,46087.0,514.0,9.6,77.0,2.5,59913.0,105.0
2446,46089,2407.0,46089.0,379.0,17.1,39.0,3.8,39850.0,69.9
2447,46091,5112.0,46091.0,587.0,12.0,91.0,3.8,56862.0,99.7
2448,46093,28294.0,46093.0,2309.0,8.4,464.0,3.3,59524.0,104.4
2449,46095,2042.0,46095.0,699.0,35.2,37.0,4.9,32780.0,57.5
2450,46097,2213.0,46097.0,247.0,11.5,33.0,2.8,50123.0,87.9
2451,46099,192876.0,46099.0,18035.0,9.6,2891.0,2.6,60033.0,105.2
2452,46101,6579.0,46101.0,644.0,9.9,121.0,3.0,57392.0,100.6
2453,46102,14309.0,46102.0,7688.0,54.0,370.0,10.3,31662.0,55.5
2454,46103,111729.0,46103.0,14567.0,13.3,1720.0,3.1,58738.0,103.0
2455,46105,2922.0,46105.0,394.0,13.7,42.0,2.9,55626.0,97.5
2456,46107,2207.0,46107.0,217.0,10.2,39.0,3.5,54722.0,95.9
2457,46109,10447.0,46109.0,2173.0,21.3,209.0,4.3,44709.0,78.4
2458,46111,2429.0,46111.0,299.0,12.9,34.0,2.9,54874.0,96.2
2459,46115,6495.0,46115.0,781.0,12.6,113.0,3.5,50590.0,88.7
2460,46117,3022.0,46117.0,235.0,7.8,48.0,2.6,69991.0,122.7
2461,46119,1392.0,46119.0,123.0,8.8,21.0,2.6,59457.0,104.2
2462,46121,10283.0,46121.0,4955.0,48.4,194.0,6.2,31876.0,55.9
2463,46123,5478.0,46123.0,1061.0,19.9,79.0,2.6,45710.0,80.1
2464,46125,8424.0,46125.0,775.0,9.4,127.0,2.7,62792.0,110.1
2465,46127,15619.0,46127.0,915.0,5.9,261.0,3.2,80698.0,141.5
2466,46129,5587.0,46129.0,812.0,15.0,109.0,4.9,48394.0,84.8
2467,46135,22869.0,46135.0,2296.0,11.0,312.0,2.6,56535.0,99.1
2468,46137,2742.0,46137.0,1201.0,43.9,48.0,5.1,32341.0,56.7
2469,47000,6770010.0,47000.0,1003055.0,15.2,113261.0,3.5,52366.0,100.0
2470,47001,76482.0,47001.0,12433.0,16.5,1288.0,3.8,50672.0,96.8
2471,47003,49038.0,47003.0,6955.0,14.4,772.0,3.7,49860.0,95.2
2472,47005,16184.0,47005.0,3068.0,19.2,336.0,4.9,38940.0,74.4
2473,47007,14755.0,47007.0,3235.0,26.7,250.0,5.8,40195.0,76.8
2474,47009,131349.0,47009.0,12816.0,9.9,2009.0,3.2,57939.0,110.6
2475,47011,106727.0,47011.0,15216.0,14.7,1803.0,3.6,50427.0,96.3
2476,47013,39583.0,47013.0,8392.0,21.6,702.0,4.8,39443.0,75.3
2477,47015,14462.0,47015.0,2022.0,14.2,201.0,3.2,51859.0,99.0
2478,47017,28020.0,47017.0,4963.0,18.6,591.0,4.9,42025.0,80.3
2479,47019,56351.0,47019.0,10530.0,19.1,992.0,4.1,39202.0,74.9
2480,47021,40439.0,47021.0,4122.0,10.3,587.0,2.7,63241.0,120.8
2481,47023,17276.0,47023.0,2555.0,15.9,318.0,3.8,47508.0,90.7
2482,47025,31756.0,47025.0,7129.0,23.4,549.0,4.2,37987.0,72.5
2483,47027,7717.0,47027.0,1601.0,21.0,142.0,5.0,34238.0,65.4
2484,47029,35774.0,47029.0,7981.0,22.5,696.0,4.7,36192.0,69.1
2485,47031,55700.0,47031.0,8745.0,15.9,872.0,3.4,49494.0,94.5
2486,47033,14328.0,47033.0,2736.0,19.4,271.0,3.9,44431.0,84.8
2487,47035,59673.0,47035.0,8494.0,14.4,1017.0,4.4,46527.0,88.8
2488,47037,692587.0,47037.0,102623.0,15.4,10438.0,2.6,60799.0,116.1
2489,47039,11706.0,47039.0,2083.0,18.2,226.0,4.8,42905.0,81.9
2490,47041,20138.0,47041.0,3435.0,17.4,343.0,4.4,47420.0,90.6
2491,47043,53446.0,47043.0,7259.0,13.8,793.0,3.0,56166.0,107.3
2492,47045,37320.0,47045.0,6735.0,18.4,742.0,4.6,44302.0,84.6
2493,47047,40507.0,47047.0,5227.0,13.1,700.0,3.7,59529.0,113.7
2494,47049,18217.0,47049.0,3701.0,20.6,299.0,4.2,36687.0,70.1
2495,47051,41890.0,47051.0,6335.0,16.0,672.0,3.4,50201.0,95.9
2496,47053,49045.0,47053.0,7904.0,16.5,955.0,4.5,42720.0,81.6
2497,47055,29503.0,47055.0,4160.0,14.5,557.0,3.7,48024.0,91.7
2498,47057,23145.0,47057.0,4211.0,18.4,372.0,4.0,41829.0,79.9
2499,47059,69087.0,47059.0,10146.0,15.1,1376.0,4.6,44366.0,84.7
2500,47061,13346.0,47061.0,2787.0,21.2,216.0,4.4,36317.0,69.4
2501,47063,64569.0,47063.0,10883.0,17.1,1050.0,3.8,44040.0,84.1
2502,47065,364286.0,47065.0,46021.0,13.0,6107.0,3.4,57196.0,109.2
2503,47067,6549.0,47067.0,1912.0,29.9,103.0,5.1,30691.0,58.6
2504,47069,25220.0,47069.0,5025.0,23.5,459.0,5.0,37834.0,72.2
2505,47071,25776.0,47071.0,5149.0,20.3,455.0,4.4,37690.0,72.0
2506,47073,56530.0,47073.0,10252.0,18.4,946.0,4.0,42188.0,80.6
2507,47075,17335.0,47075.0,3513.0,20.5,414.0,5.4,39574.0,75.6
2508,47077,27847.0,47077.0,4957.0,18.0,563.0,4.7,43491.0,83.1
2509,47079,32358.0,47079.0,5982.0,18.8,595.0,4.2,43159.0,82.4
2510,47081,25063.0,47081.0,3827.0,16.3,358.0,3.2,44684.0,85.3
2511,47083,8263.0,47083.0,1349.0,16.7,178.0,5.5,44688.0,85.3
2512,47085,18486.0,47085.0,2477.0,13.6,379.0,4.3,48056.0,91.8
2513,47087,11758.0,47087.0,2286.0,19.8,217.0,4.7,37563.0,71.7
2514,47089,54012.0,47089.0,7241.0,13.8,917.0,3.8,49611.0,94.7
2515,47091,17778.0,47091.0,3308.0,20.7,263.0,3.5,35778.0,68.3
2516,47093,465289.0,47093.0,59817.0,13.2,7048.0,2.9,55874.0,106.7
2517,47095,7411.0,47095.0,1795.0,36.5,93.0,5.2,33709.0,64.4
2518,47097,25825.0,47097.0,5907.0,24.9,554.0,5.8,38849.0,74.2
2519,47099,43734.0,47099.0,7643.0,17.7,739.0,4.0,43651.0,83.4
2520,47101,12086.0,47101.0,2074.0,17.5,225.0,4.4,40541.0,77.4
2521,47103,34117.0,47103.0,4853.0,14.4,506.0,3.1,51249.0,97.9
2522,47105,53054.0,47105.0,4754.0,9.1,779.0,3.4,58186.0,111.1
2523,47107,53285.0,47107.0,8307.0,15.9,928.0,4.1,46029.0,87.9
2524,47109,25832.0,47109.0,4408.0,17.4,457.0,5.4,39859.0,76.1
2525,47111,24265.0,47111.0,4309.0,18.1,353.0,3.2,42265.0,80.7
2526,47113,97605.0,47113.0,16631.0,17.8,1832.0,3.8,46651.0,89.1
2527,47115,28575.0,47115.0,4337.0,15.3,575.0,4.7,50819.0,97.0
2528,47117,33683.0,47117.0,4702.0,14.1,528.0,3.4,51868.0,99.0
2529,47119,94340.0,47119.0,10032.0,10.8,1536.0,3.2,57337.0,109.5
2530,47121,12306.0,47121.0,2153.0,17.8,228.0,4.5,50565.0,96.6
2531,47123,46357.0,47123.0,7151.0,15.7,740.0,3.7,45566.0,87.0
2532,47125,205950.0,47125.0,24251.0,12.0,3187.0,3.8,56102.0,107.1
2533,47127,6411.0,47127.0,575.0,9.1,107.0,3.0,58234.0,111.2
2534,47129,21579.0,47129.0,3919.0,20.4,351.0,4.5,40397.0,77.1
2535,47131,30267.0,47131.0,5267.0,17.7,608.0,4.9,42532.0,81.2
2536,47133,22068.0,47133.0,3251.0,15.0,369.0,3.8,42149.0,80.5
2537,47135,8064.0,47135.0,1390.0,17.6,139.0,4.3,41960.0,80.1
2538,47137,5082.0,47137.0,797.0,16.0,93.0,3.8,40182.0,76.7
2539,47139,16898.0,47139.0,2623.0,15.8,305.0,4.2,41968.0,80.1
2540,47141,78843.0,47141.0,10996.0,14.5,1219.0,3.6,45512.0,86.9
2541,47143,33044.0,47143.0,5886.0,18.4,731.0,5.6,44132.0,84.3
2542,47145,53140.0,47145.0,7779.0,14.8,952.0,4.1,54440.0,104.0
2543,47147,71012.0,47147.0,7414.0,10.6,1160.0,3.1,66006.0,126.0
2544,47149,324890.0,47149.0,33172.0,10.4,4750.0,2.7,64170.0,122.5
2545,47151,22039.0,47151.0,4591.0,21.2,365.0,4.3,35685.0,68.1
2546,47153,14876.0,47153.0,2339.0,16.0,262.0,4.3,49707.0,94.9
2547,47155,97892.0,47155.0,13466.0,13.9,1855.0,3.5,47202.0,90.1
2548,47157,935764.0,47157.0,198554.0,21.7,18374.0,4.2,47924.0,91.5
2549,47159,19942.0,47159.0,2739.0,13.9,279.0,3.1,50704.0,96.8
2550,47161,13561.0,47161.0,1867.0,13.9,259.0,5.0,46565.0,88.9
2551,47163,157668.0,47163.0,25549.0,16.5,2591.0,3.7,46024.0,87.9
2552,47165,187149.0,47165.0,16426.0,8.9,2746.0,2.8,66171.0,126.4
2553,47167,61581.0,47167.0,7240.0,12.0,1176.0,4.2,60874.0,116.2
2554,47169,11012.0,47169.0,1570.0,18.6,159.0,3.3,49280.0,94.1
2555,47171,17761.0,47171.0,2797.0,16.1,346.0,4.9,43688.0,83.4
2556,47173,19688.0,47173.0,3858.0,19.8,304.0,4.1,40322.0,77.0
2557,47175,5765.0,47175.0,918.0,16.3,97.0,4.7,38265.0,73.1
2558,47177,40878.0,47177.0,9025.0,22.5,661.0,3.9,42475.0,81.1
2559,47179,128607.0,47179.0,18528.0,14.9,2112.0,3.5,49242.0,94.0
2560,47181,16558.0,47181.0,3066.0,21.3,298.0,4.9,38879.0,74.2
2561,47183,33415.0,47183.0,6252.0,19.7,675.0,4.2,42351.0,80.9
2562,47185,27107.0,47185.0,4612.0,17.3,439.0,3.7,42603.0,81.4
2563,47187,231729.0,47187.0,8794.0,3.8,3056.0,2.5,115930.0,221.4
2564,47189,140625.0,47189.0,10888.0,7.8,2031.0,2.8,76507.0,146.1
2565,48000,28701845.0,48000.0,4181623.0,14.9,533877.0,3.9,60632.0,100.0
2566,48001,58057.0,48001.0,8778.0,19.8,728.0,3.1,45969.0,75.8
2567,48003,18128.0,48003.0,1922.0,10.7,225.0,2.4,84946.0,140.1
2568,48005,87092.0,48005.0,15052.0,17.9,1589.0,4.4,46653.0,76.9
2569,48007,23792.0,48007.0,4642.0,19.9,589.0,5.7,46912.0,77.4
2570,48009,8786.0,48009.0,922.0,10.6,129.0,3.1,61190.0,100.9
2571,48011,1892.0,48011.0,197.0,10.7,26.0,2.8,57210.0,94.4
2572,48013,50310.0,48013.0,7803.0,15.7,800.0,3.8,50594.0,83.4
2573,48015,29989.0,48015.0,3031.0,10.2,509.0,3.6,59942.0,98.9
2574,48017,7027.0,48017.0,1087.0,15.8,116.0,4.4,45051.0,74.3
2575,48019,22824.0,48019.0,3016.0,13.4,338.0,3.4,53008.0,87.4
2576,48021,86976.0,48021.0,10673.0,12.6,1395.0,3.4,61883.0,102.1
2577,48023,3582.0,48023.0,563.0,16.1,51.0,3.3,41180.0,67.9
2578,48025,32587.0,48025.0,6607.0,26.7,507.0,5.1,41806.0,69.0
2579,48027,355642.0,48027.0,44865.0,13.0,5860.0,4.1,54292.0,89.5
2580,48029,1986049.0,48029.0,334215.0,17.2,31319.0,3.3,54210.0,89.4
2581,48031,11702.0,48031.0,1176.0,10.1,164.0,2.6,64832.0,106.9
2582,48033,648.0,48033.0,65.0,10.0,11.0,3.2,66101.0,109.0
2583,48035,18691.0,48035.0,2721.0,14.9,304.0,3.7,48460.0,79.9
2584,48037,94324.0,48037.0,16794.0,19.1,1953.0,4.9,47339.0,78.1
2585,48039,370200.0,48039.0,36342.0,10.1,7964.0,4.5,74225.0,122.4
2586,48041,226758.0,48041.0,49310.0,23.2,3319.0,2.8,50113.0,82.7
2587,48043,9267.0,48043.0,1475.0,16.0,137.0,3.4,45670.0,75.3
2588,48045,1516.0,48045.0,245.0,16.2,22.0,3.9,44409.0,73.2
2589,48047,7114.0,48047.0,2183.0,31.0,158.0,6.5,30116.0,49.7
2590,48049,37924.0,48049.0,4778.0,13.2,603.0,3.7,47097.0,77.7
2591,48051,18389.0,48051.0,2686.0,14.8,295.0,3.6,53626.0,88.4
2592,48053,47542.0,48053.0,5099.0,11.0,660.0,2.9,56696.0,93.5
2593,48055,43247.0,48055.0,5850.0,14.1,691.0,3.6,52588.0,86.7
2594,48057,21561.0,48057.0,3036.0,14.2,464.0,4.1,52085.0,85.9
2595,48059,13994.0,48059.0,1661.0,12.0,202.0,3.4,50330.0,83.0
2596,48061,423908.0,48061.0,117193.0,27.9,10235.0,6.2,38106.0,62.8
2597,48063,13033.0,48063.0,2431.0,18.8,245.0,4.9,43714.0,72.1
2598,48065,6005.0,48065.0,536.0,8.9,86.0,2.8,64799.0,106.9
2599,48067,30119.0,48067.0,6059.0,20.4,624.0,5.1,44154.0,72.8
2600,48069,7665.0,48069.0,1328.0,17.5,101.0,2.9,45689.0,75.4
2601,48071,42454.0,48071.0,3593.0,8.5,1036.0,5.4,89513.0,147.6
2602,48073,52592.0,48073.0,8623.0,17.4,863.0,4.1,43483.0,71.7
2603,48075,7291.0,48075.0,1180.0,21.2,75.0,2.5,42291.0,69.8
2604,48077,10456.0,48077.0,1125.0,10.9,157.0,3.2,58356.0,96.2
2605,48079,2836.0,48079.0,609.0,21.9,47.0,4.2,42873.0,70.7
2606,48081,3370.0,48081.0,469.0,14.1,49.0,3.4,44804.0,73.9
2607,48083,8397.0,48083.0,1604.0,19.3,118.0,4.0,39484.0,65.1
2608,48085,1005146.0,48085.0,64180.0,6.4,18052.0,3.3,96936.0,159.9
2609,48087,2962.0,48087.0,502.0,17.3,38.0,3.2,39536.0,65.2
2610,48089,21217.0,48089.0,2845.0,13.7,322.0,3.3,48258.0,79.6
2611,48091,148373.0,48091.0,10498.0,7.1,2254.0,3.2,76523.0,126.2
2612,48093,13534.0,48093.0,2180.0,16.4,196.0,3.6,52251.0,86.2
2613,48095,4276.0,48095.0,702.0,26.6,40.0,3.6,40987.0,67.6
2614,48097,40574.0,48097.0,5914.0,14.8,591.0,3.1,52047.0,85.8
2615,48099,74808.0,48099.0,9407.0,15.0,1010.0,4.1,48099.0,79.3
2616,48101,1389.0,48101.0,293.0,21.2,23.0,4.3,38304.0,63.2
2617,48103,4794.0,48103.0,475.0,10.1,69.0,3.8,61987.0,102.2
2618,48105,3499.0,48105.0,529.0,15.3,49.0,3.0,49117.0,81.0
2619,48107,5779.0,48107.0,1349.0,23.7,116.0,4.5,37911.0,62.5
2620,48109,2204.0,48109.0,444.0,20.3,31.0,3.2,42164.0,69.5
2621,48111,7200.0,48111.0,867.0,12.1,83.0,2.0,50587.0,83.4
2622,48113,2637772.0,48113.0,368310.0,14.2,50682.0,3.7,59838.0,98.7
2623,48115,12619.0,48115.0,2575.0,22.9,198.0,4.3,43726.0,72.1
2624,48117,18760.0,48117.0,3232.0,17.5,238.0,2.8,44230.0,72.9
2625,48119,5349.0,48119.0,908.0,17.2,84.0,3.4,44410.0,73.2
2626,48121,859064.0,48121.0,62151.0,7.3,15321.0,3.2,88384.0,145.8
2627,48123,20187.0,48123.0,3370.0,18.4,308.0,3.1,49208.0,81.2
2628,48125,2249.0,48125.0,390.0,20.3,28.0,4.2,39627.0,65.4
2629,48127,10308.0,48127.0,2508.0,24.6,224.0,3.0,37177.0,61.3
2630,48129,3319.0,48129.0,574.0,18.6,53.0,3.4,40945.0,67.5
2631,48131,11212.0,48131.0,2684.0,25.5,267.0,5.3,35156.0,58.0
2632,48133,18322.0,48133.0,3269.0,18.7,294.0,3.4,44773.0,73.8
2633,48135,162124.0,48135.0,20485.0,12.9,2289.0,2.7,60431.0,99.7
2634,48137,1928.0,48137.0,425.0,22.1,25.0,2.8,37812.0,62.4
2635,48139,179436.0,48139.0,15609.0,8.8,2964.0,3.3,76792.0,126.7
2636,48141,840758.0,48141.0,169120.0,20.5,15221.0,4.2,43948.0,72.5
2637,48143,42446.0,48143.0,6988.0,18.1,639.0,3.1,47087.0,77.7
2638,48145,17335.0,48145.0,3331.0,21.7,257.0,3.9,37428.0,61.7
2639,48147,35286.0,48147.0,4466.0,13.8,504.0,3.1,53111.0,87.6
2640,48149,25349.0,48149.0,3322.0,13.3,356.0,2.8,55776.0,92.0
2641,48151,3839.0,48151.0,592.0,15.5,55.0,3.3,45261.0,74.6
2642,48153,5837.0,48153.0,1218.0,21.0,141.0,5.2,39891.0,65.8
2643,48155,1200.0,48155.0,210.0,18.0,17.0,2.9,37648.0,62.1
2644,48157,787858.0,48157.0,61455.0,7.9,15180.0,4.0,92310.0,152.2
2645,48159,10766.0,48159.0,1615.0,15.2,189.0,4.1,48222.0,79.5
2646,48161,19808.0,48161.0,2493.0,13.7,384.0,5.8,49317.0,81.3
2647,48163,19816.0,48163.0,4511.0,27.5,289.0,2.9,41038.0,67.7
2648,48165,20901.0,48165.0,3198.0,15.4,241.0,2.6,56321.0,92.9
2649,48167,337890.0,48167.0,40109.0,12.1,7576.0,4.6,71959.0,118.7
2650,48169,6578.0,48169.0,1096.0,24.6,63.0,3.0,46490.0,76.7
2651,48171,26804.0,48171.0,2527.0,9.6,341.0,2.5,61433.0,101.3
2652,48173,1388.0,48173.0,134.0,9.7,17.0,2.0,83330.0,137.4
2653,48175,7584.0,48175.0,1077.0,14.4,126.0,3.8,55008.0,90.7
2654,48177,20826.0,48177.0,3465.0,16.9,290.0,3.0,49829.0,82.2
2655,48179,21895.0,48179.0,3352.0,16.7,323.0,3.9,49121.0,81.0
2656,48181,133991.0,48181.0,16116.0,12.3,2061.0,3.2,51403.0,84.8
2657,48183,123707.0,48183.0,18108.0,15.1,2381.0,4.1,50610.0,83.5
2658,48185,28360.0,48185.0,4444.0,17.5,459.0,4.1,49498.0,81.6
2659,48187,163694.0,48187.0,13716.0,8.5,2497.0,3.1,73864.0,121.8
2660,48189,33830.0,48189.0,5715.0,18.4,604.0,4.8,42782.0,70.6
2661,48191,3028.0,48191.0,718.0,24.1,49.0,4.3,32597.0,53.8
2662,48193,8484.0,48193.0,1221.0,14.7,121.0,3.3,49210.0,81.2
2663,48195,5463.0,48195.0,626.0,11.6,67.0,2.3,57240.0,94.4
2664,48197,3922.0,48197.0,680.0,17.4,61.0,3.6,42469.0,70.0
2665,48199,57207.0,48199.0,7035.0,12.4,1324.0,5.2,60909.0,100.5
2666,48201,4698619.0,48201.0,767367.0,16.5,100473.0,4.4,60241.0,99.4
2667,48203,66726.0,48203.0,9584.0,14.7,1308.0,4.4,50131.0,82.7
2668,48205,5619.0,48205.0,429.0,9.5,53.0,1.8,72451.0,119.5
2669,48207,5813.0,48207.0,1220.0,23.1,90.0,3.8,40880.0,67.4
2670,48209,222631.0,48209.0,28293.0,13.2,3385.0,3.0,68180.0,112.4
2671,48211,3825.0,48211.0,366.0,9.6,48.0,2.1,66849.0,110.3
2672,48213,82299.0,48213.0,15718.0,19.4,1364.0,3.7,43337.0,71.5
2673,48215,865939.0,48215.0,256985.0,30.0,22881.0,6.6,38785.0,64.0
2674,48217,36354.0,48217.0,4460.0,12.6,592.0,3.6,48670.0,80.3
2675,48219,22980.0,48219.0,4300.0,19.5,359.0,3.1,46764.0,77.1
2676,48221,60537.0,48221.0,6108.0,10.2,984.0,3.7,60917.0,100.5
2677,48223,36810.0,48223.0,5320.0,14.6,584.0,3.4,52079.0,85.9
2678,48225,23169.0,48225.0,5323.0,26.1,380.0,3.7,39533.0,65.2
2679,48227,36459.0,48227.0,6263.0,20.6,446.0,3.3,50423.0,83.2
2680,48229,4795.0,48229.0,838.0,17.8,79.0,4.7,42671.0,70.4
2681,48231,96493.0,48231.0,12715.0,13.6,1605.0,3.8,53360.0,88.0
2682,48233,21198.0,48233.0,2708.0,13.0,453.0,5.0,54351.0,89.6
2683,48235,1522.0,48235.0,123.0,8.1,24.0,3.1,56775.0,93.6
2684,48237,8843.0,48237.0,1359.0,17.7,111.0,2.5,48780.0,80.5
2685,48239,14874.0,48239.0,1885.0,12.9,243.0,3.3,54088.0,89.2
2686,48241,35872.0,48241.0,6682.0,19.2,864.0,6.5,47551.0,78.4
2687,48243,2252.0,48243.0,284.0,13.1,32.0,3.0,51343.0,84.7
2688,48245,255001.0,48245.0,44682.0,18.7,6859.0,6.3,48121.0,79.4
2689,48247,5248.0,48247.0,1318.0,25.2,107.0,5.7,36176.0,59.7
2690,48249,40822.0,48249.0,8552.0,21.2,926.0,5.4,41919.0,69.1
2691,48251,171361.0,48251.0,17965.0,10.7,2749.0,3.4,62635.0,103.3
2692,48253,19817.0,48253.0,3232.0,22.0,274.0,4.8,43903.0,72.4
2693,48255,15650.0,48255.0,2751.0,21.8,193.0,2.8,48743.0,80.4
2694,48257,128622.0,48257.0,14539.0,11.5,2146.0,3.5,67434.0,111.2
2695,48259,45641.0,48259.0,3361.0,7.5,628.0,2.9,90937.0,150.0
2696,48261,442.0,48261.0,63.0,14.3,9.0,3.7,42153.0,69.5
2697,48263,726.0,48263.0,89.0,13.3,11.0,2.4,47625.0,78.5
2698,48265,52405.0,48265.0,7023.0,13.9,705.0,3.2,53704.0,88.6
2699,48267,4362.0,48267.0,760.0,17.6,58.0,3.1,42503.0,70.1
2700,48269,277.0,48269.0,38.0,13.7,6.0,2.8,57925.0,95.5
2701,48271,3767.0,48271.0,724.0,21.1,59.0,4.7,43192.0,71.2
2702,48273,31129.0,48273.0,7369.0,25.0,662.0,5.0,42605.0,70.3
2703,48275,3653.0,48275.0,723.0,20.4,53.0,3.6,39726.0,65.5
2704,48277,49728.0,48277.0,7066.0,14.4,905.0,3.8,45767.0,75.5
2705,48279,13158.0,48279.0,2587.0,20.0,232.0,4.4,42700.0,70.4
2706,48281,21229.0,48281.0,2713.0,12.9,343.0,3.7,55151.0,91.0
2707,48283,7531.0,48283.0,1737.0,29.6,112.0,2.4,40072.0,66.1
2708,48285,20110.0,48285.0,2644.0,13.5,277.0,3.2,51128.0,84.3
2709,48287,17144.0,48287.0,2049.0,12.3,293.0,3.1,55834.0,92.1
2710,48289,17270.0,48289.0,2679.0,15.6,309.0,5.0,47065.0,77.6
2711,48291,86323.0,48291.0,12252.0,15.1,1889.0,5.8,52577.0,86.7
2712,48293,23519.0,48293.0,4860.0,22.2,393.0,4.7,43226.0,71.3
2713,48295,3355.0,48295.0,397.0,12.0,45.0,2.7,57332.0,94.6
2714,48297,12166.0,48297.0,2067.0,18.7,197.0,3.8,48814.0,80.5
2715,48299,21646.0,48299.0,2628.0,12.3,313.0,3.7,54019.0,89.1
2716,48301,152.0,48301.0,5.0,3.3,4.0,3.9,78637.0,129.7
2717,48303,307412.0,48303.0,52037.0,17.6,4811.0,3.1,50377.0,83.1
2718,48305,5877.0,48305.0,1063.0,18.3,90.0,3.2,43436.0,71.6
2719,48307,7987.0,48307.0,1449.0,18.5,125.0,3.3,42719.0,70.5
2720,48309,254607.0,48309.0,46457.0,18.9,4242.0,3.6,48858.0,80.6
2721,48311,749.0,48311.0,82.0,11.1,14.0,1.9,64633.0,106.6
2722,48313,14422.0,48313.0,2122.0,17.9,201.0,4.4,45445.0,75.0
2723,48315,9928.0,48315.0,2135.0,21.9,195.0,4.6,38011.0,62.7
2724,48317,5753.0,48317.0,773.0,13.6,68.0,2.4,56484.0,93.2
2725,48319,4280.0,48319.0,541.0,12.7,55.0,3.1,49560.0,81.7
2726,48321,36552.0,48321.0,6639.0,18.4,1036.0,6.1,48830.0,80.5
2727,48323,58485.0,48323.0,14859.0,25.9,1926.0,8.1,35594.0,58.7
2728,48325,50921.0,48325.0,5988.0,12.3,746.0,3.5,59304.0,97.8
2729,48327,2139.0,48327.0,452.0,21.6,34.0,4.0,35881.0,59.2
2730,48329,172578.0,48329.0,17351.0,10.1,2147.0,2.1,80189.0,132.3
2731,48331,25131.0,48331.0,3839.0,15.6,544.0,5.5,46720.0,77.1
2732,48333,4921.0,48333.0,693.0,14.6,66.0,3.5,47068.0,77.6
2733,48335,8145.0,48335.0,1432.0,21.4,103.0,4.4,48529.0,80.0
2734,48337,19596.0,48337.0,2668.0,13.8,293.0,3.2,50542.0,83.4
2735,48339,590925.0,48339.0,54400.0,9.3,10334.0,3.8,77598.0,128.0
2736,48341,21485.0,48341.0,2588.0,12.2,297.0,2.7,53785.0,88.7
2737,48343,12339.0,48343.0,2462.0,20.2,312.0,6.6,41418.0,68.3
2738,48345,1234.0,48345.0,219.0,17.8,17.0,3.6,41009.0,67.6
2739,48347,65711.0,48347.0,13110.0,21.6,1124.0,3.9,45357.0,74.8
2740,48349,49565.0,48349.0,9739.0,20.0,873.0,3.7,46259.0,76.3
2741,48351,13746.0,48351.0,2898.0,22.3,351.0,6.6,43367.0,71.5
2742,48353,14751.0,48353.0,2615.0,18.2,222.0,3.3,42522.0,70.1
2743,48355,362265.0,48355.0,57694.0,16.2,7849.0,4.7,53034.0,87.5
2744,48357,9947.0,48357.0,1040.0,10.5,127.0,2.8,49845.0,82.2
2745,48359,2131.0,48359.0,245.0,13.0,24.0,2.6,56590.0,93.3
2746,48361,83572.0,48361.0,11101.0,13.4,2137.0,5.7,56556.0,93.3
2747,48363,28875.0,48363.0,4529.0,15.9,454.0,3.4,46067.0,76.0
2748,48365,23148.0,48365.0,3578.0,15.7,451.0,4.2,51192.0,84.4
2749,48367,138371.0,48367.0,11289.0,8.3,2013.0,3.1,73718.0,121.6
2750,48369,9864.0,48369.0,1325.0,13.5,114.0,2.3,50539.0,83.4
2751,48371,15673.0,48371.0,2650.0,19.5,233.0,3.6,47008.0,77.5
2752,48373,50031.0,48373.0,6834.0,15.0,900.0,5.0,46017.0,75.9
2753,48375,119648.0,48375.0,22262.0,19.7,1628.0,2.9,41912.0,69.1
2754,48377,6948.0,48377.0,1557.0,22.4,213.0,7.0,37738.0,62.2
2755,48379,12159.0,48379.0,1752.0,14.5,205.0,3.5,47572.0,78.5
